depth,size,sample,sensitivity,pcc,on_set_size
5,50,16,0.75,43.346907075986444,128
5,50,17,1.0,28.548100649755014,832
5,50,18,1.0,103.5859811809311,256
5,50,19,1.0,102.47402862686755,256
5,60,0,0.75,42.46656001037181,128
5,60,1,1.0,103.35840762880717,256
5,60,2,1.0,68.52345331189878,512
5,60,3,1.0,68.32425438108976,512
5,60,4,1.5625,65.0494630632662,480
5,60,5,0.75,26.153220416613753,896
5,60,6,1.0,69.88876937241817,512
5,60,7,1.0,30.67745339070081,768
5,60,8,1.4375,96.44523597439688,352
5,60,9,1.0,103.41488609728057,256
5,60,10,1.0625,84.7635639688084,224
5,60,11,1.0,70.09183486853624,512
5,60,12,0.6875,25.06034021413184,928
5,60,13,1.25,49.28739399180195,640
5,60,14,0.75,43.765634077980366,128
5,60,15,1.25,48.87743719430455,640
5,60,16,0.75,43.041468510254596,128
5,60,17,0.0,0.0,0
5,60,18,0.75,43.214658219878075,128
5,60,19,1.25,112.16616691659905,320
5,70,0,0.0,0.0,0
5,70,1,1.5,53.39881203891403,576
5,70,2,1.0,38.7062161166385,768
5,70,3,1.3125,101.62408276863668,352
5,70,4,1.25,93.99432251707088,384
5,70,5,1.0,67.68494102682381,512
5,70,6,1.0,71.55798223578671,512
5,70,7,1.25,45.03480000236071,640
5,70,8,1.0,68.24127200702753,192
5,70,9,1.25,92.4146068490421,384
5,70,10,1.0,70.05206429510453,512
5,70,11,1.0,38.66437858355815,768
5,70,12,1.0,36.59749819255998,768
5,70,13,0.75,43.112893507041036,128
5,70,14,1.0,102.66705201937395,256
5,70,15,1.0,103.61112630665903,256
5,70,16,1.0,68.69674536881172,192
5,70,17,1.0,36.70536523347524,768
5,70,18,0.75,43.22923481235122,128
5,70,19,1.0,70.36432752656444,512
5,80,0,0.75,29.234157642620836,896
5,80,1,1.5625,48.447055016643716,608
5,80,2,1.25,59.92173526128171,560
5,80,3,1.25,92.75911572705289,384
5,80,4,0.75,43.49039428020763,128
5,80,5,0.75,43.77413617495779,128
5,80,6,1.5,60.473847015700784,512
5,80,7,1.3125,85.92492747174339,416
5,80,8,1.609375,71.15815568925274,472
5,80,9,1.0,103.66621403565541,256
5,80,10,1.25,91.42362199163247,384
5,80,11,1.0,103.47326320792229,256
5,80,12,0.0,0.0,0
5,80,13,1.0,36.6343393421722,768
5,80,14,1.0,102.59575685290741,256
5,80,15,1.0,36.46120218676262,768
5,80,16,1.0,42.193738895641985,768
5,80,17,0.75,27.33292094996292,896
5,80,18,1.0,32.2788305525877,832
5,80,19,1.0,70.63524456715322,512
5,90,0,1.25,45.29982956456304,640
5,90,1,1.25,79.26697227860274,448
5,90,2,1.0,35.67551562610193,768
5,90,3,0.3125,26.022415106297945,992
5,90,4,1.0,103.0847768328745,256
5,90,5,1.0,70.56132763028566,512
5,90,6,1.0,69.597191389709,192
5,90,7,0.75,42.9782759018952,128
5,90,8,0.5,17.605703147242153,64
5,90,9,1.0,69.21109105280956,512
5,90,10,1.5,44.00385089602432,640
5,90,11,1.25,49.89649195062199,640
5,90,12,1.0,34.67279518112137,768
5,90,13,1.0,35.10094104475674,768
5,90,14,1.0,31.261174346698745,848
5,90,15,0.75,43.73814918218153,128
5,90,16,0.0,0.0,0
5,90,17,1.0,104.23294539807695,256
5,90,18,0.75,43.59980066468163,128
5,90,19,1.0,102.68404017860382,256
5,100,0,1.1875,28.914442431357,832
5,100,1,1.25,49.04899172699541,640
5,100,2,0.6875,28.5784175734999,96
5,100,3,0.5,29.643326085795945,960
5,100,4,1.0,103.16547702067557,256
5,100,5,1.25,49.43517429556661,640
5,100,6,1.375,42.47002830248668,704
5,100,7,1.25,39.58757740795926,736
5,100,8,0.3125,6.515457346556865,32
5,100,9,0.0,0.0,0
5,100,10,0.6875,25.046807931749676,928
5,100,11,1.25,92.96619627022837,384
5,100,12,1.0,69.28658280164501,512
5,100,13,1.125,27.49522093270034,832
5,100,14,1.0,36.57277040236202,768
5,100,15,1.0,70.37125512241009,512
5,100,16,1.0,31.691111338802116,832
5,100,17,1.0,37.13775521191464,768
5,100,18,1.25,48.92709070275003,640
5,100,19,0.0,24.750235211070738,1024
6,10,0,1.0,39.06486337420144,768
6,10,1,1.0,101.6087259241923,256
6,10,2,1.0,68.9394351521765,512
6,10,3,1.0,70.04693332826105,512
6,10,4,1.0,32.06606977463528,768
6,10,5,1.0,103.41248776541354,256
6,10,6,1.0,33.99797774095046,768
6,10,7,1.0,69.86317227905062,512
6,10,8,1.0,102.83046692074407,256
6,10,9,0.75,43.4434465670667,128
6,10,10,0.75,43.39883131947404,128
6,10,11,1.25,92.32064350874288,384
6,10,12,1.0,69.37637548796755,512
6,10,13,1.25,91.87356354549786,384
6,10,14,1.0,103.41766776358006,256
6,10,15,1.0,68.07737452480495,512
6,10,16,0.75,30.633080503043846,896
6,10,17,1.0,34.17298256403324,768
6,10,18,1.0,38.17670580876085,768
6,10,19,0.0,23.437040676056288,1024
6,20,0,1.0,68.66961097146591,512
6,20,1,1.0,35.914457582252425,768
6,20,2,0.75,43.3798695750916,128
6,20,3,1.0,103.11972150050488,256
6,20,4,1.25,92.20466676726072,384
6,20,5,1.25,92.12922442575658,384
6,20,6,1.0,39.57360027268445,768
6,20,7,0.75,42.49995141086429,128
6,20,8,0.75,26.20462235952117,896
6,20,9,0.5,25.78402265776356,960
6,20,10,1.25,48.819305742941665,640
6,20,11,0.75,29.25407782452056,896
6,20,12,1.0,68.13661097534381,512
6,20,13,1.25,90.84840305325851,384
6,20,14,1.0,103.32779802794474,256
6,20,15,1.0,67.75560352135439,512
6,20,16,1.0,67.32978774610817,512
6,20,17,1.0,39.8001218721857,768
6,20,18,1.4375,51.58715561906523,608
6,20,19,1.0,38.0777324231561,768
6,30,0,1.25,49.6895003892491,640
6,30,1,1.0,39.30233529117374,768
6,30,2,1.0,38.83796590657067,768
6,30,3,1.0,65.07390627869518,512
6,30,4,0.5,17.60422790336997,64
6,30,5,1.25,95.05201455963972,384
6,30,6,1.0,68.36361579470987,512
6,30,7,1.0,37.7479799776026,768
6,30,8,1.0,69.82826530677323,512
6,30,9,1.25,92.94473211066295,384
6,30,10,0.75,43.4461038088757,128
6,30,11,1.0,31.745220850777578,832
6,30,12,1.25,92.27075246202892,384
6,30,13,1.0,36.25290417562539,832
6,30,14,1.0,67.75515459135634,512
6,30,15,1.0,40.108371548611444,768
6,30,16,1.25,48.66438232217675,640
6,30,17,0.875,27.601345992483186,896
6,30,18,1.5,52.83306345273495,576
6,30,19,1.25,93.06348721156895,384
6,40,0,0.75,43.54829008953865,128
6,40,1,1.0,102.89923432252579,256
6,40,2,1.0,35.97177040949404,768
6,40,3,1.0,68.41236248129165,512
6,40,4,0.0,26.48211673528116,1024
6,40,5,0.9375,54.270431514500316,160
6,40,6,0.0,24.715496076699313,1024
6,40,7,1.0,103.49635228163805,256
6,40,8,1.0,102.89053668103963,256
6,40,9,1.0,103.3755914687694,256
6,40,10,0.75,26.036730672496397,896
6,40,11,0.75,43.2091829129686,128
6,40,12,1.25,75.87544400939119,448
6,40,13,1.0,68.15594797395494,512
6,40,14,1.0,70.03193687430522,512
6,40,15,1.0,40.08532107162521,768
6,40,16,1.0,37.45543058948946,768
6,40,17,1.0,68.03514051256087,512
6,40,18,0.75,42.94699301616539,128
6,40,19,0.5,23.391657848201216,960
6,50,0,1.0,102.55991799459618,256
6,50,1,1.0,70.01299749652264,512
6,50,2,1.0,103.18663833545685,256
6,50,3,0.75,30.10363515861104,896
6,50,4,0.0,19.92311659960376,1024
6,50,5,1.0,36.51207947445914,768
6,50,6,0.75,24.44422053631989,896
6,50,7,1.25,42.75923790297168,704
6,50,8,1.5,56.30157189903254,576
6,50,9,1.25,91.11113319824602,384
6,50,10,1.0,69.251257715791,512
6,50,11,1.0,103.32438929366012,256
6,50,12,1.3125,52.499858881396264,592
6,50,13,1.0,37.87627925009061,768
6,50,14,1.0,66.87630903903573,512
6,50,15,1.0,67.83552543575017,512
6,50,16,1.0,37.49710047908213,768
6,50,17,0.0,19.811077053498185,1024
6,50,18,1.0625,84.34886607890303,224
6,50,19,1.0,70.74150064221038,512
6,60,0,1.0,104.30340508698231,256
6,60,1,1.25,77.91767285507814,448
6,60,2,1.5625,66.20598736055291,480
6,60,3,1.0,69.551622911675,192
6,60,4,1.0,103.08093201631517,256
6,60,5,1.0,68.91105356639913,192
6,60,6,1.0,35.84481630176922,768
6,60,7,0.75,28.253181422144273,896
6,60,8,1.0,69.26609200109388,192
6,60,9,1.0,103.64720752681728,256
6,60,10,1.0,102.41186402173426,256
6,60,11,0.75,26.520638638703467,896
6,60,12,0.75,43.090429497600084,128
6,60,13,1.5625,53.669161580519116,544
6,60,14,1.0,69.29353136113457,512
6,60,15,1.0,37.65599044753293,768
6,60,16,1.25,49.00065020738673,640
6,60,17,0.9375,28.599263130370804,864
6,60,18,0.75,26.619437855615843,896
6,60,19,0.75,28.37443601237491,896
6,70,0,1.25,50.402326826593495,640
6,70,1,1.25,93.22205107263117,384
6,70,2,1.25,91.7292976535003,384
6,70,3,1.0,69.93257618712349,512
6,70,4,1.25,44.929832350500874,640
6,70,5,0.75,43.376385519316344,128
6,70,6,0.75,28.12086967630751,896
6,70,7,1.25,46.7195345829845,640
6,70,8,1.0,69.14774110992772,192
6,70,9,1.25,49.87961599646984,640
6,70,10,1.5,86.59958841193358,384
6,70,11,1.0,30.279299947773925,832
6,70,12,1.0,31.758421337306757,832
6,70,13,1.0,66.26551449751972,512
6,70,14,0.75,43.38812205227473,128
6,70,15,1.25,38.18579429796617,704
6,70,16,1.25,111.89869010654863,320
6,70,17,1.0,36.1342096247499,768
6,70,18,1.5,61.51166044355038,512
6,70,19,1.25,77.59203248043013,448
6,80,0,0.3125,6.648789413374697,32
6,80,1,1.0,70.67043283400002,512
6,80,2,1.4375,95.84795256920042,352
6,80,3,0.75,27.714524500354063,896
6,80,4,0.75,27.621951914547132,896
6,80,5,1.0,66.49289985360915,512
6,80,6,1.0,35.987774823762834,768
6,80,7,1.0,38.33283615380153,768
6,80,8,1.25,111.76571034374764,320
6,80,9,1.5,64.27875717432839,512
6,80,10,0.6875,22.95300440691993,928
6,80,11,0.9375,30.639489380671797,864
6,80,12,1.75,88.91714537311506,384
6,80,13,0.0,0.0,0
6,80,14,1.4375,58.01730493687004,544
6,80,15,1.0,71.5527517269384,512
6,80,16,1.0,103.07317976655224,256
6,80,17,1.0,69.05401874428676,192
6,80,18,1.5625,57.582537691514915,560
6,80,19,1.0,34.34367829663877,768
6,90,0,1.0,36.35096555865851,768
6,90,1,0.5,27.349405514860027,960
6,90,2,0.75,43.04888147065616,128
6,90,3,1.0,38.99764770178453,768
6,90,4,1.0,33.797404667293456,768
6,90,5,1.25,92.29797330858645,384
6,90,6,0.75,27.988610299148228,896
6,90,7,0.6875,28.38959920899855,96
6,90,8,1.0,29.601444457048306,832
6,90,9,1.0,69.34321086374172,192
6,90,10,1.0,103.95984049268966,256
6,90,11,0.0,0.0,0
6,90,12,1.25,41.764421203778845,704
6,90,13,1.4375,97.3787811932594,352
6,90,14,1.25,93.09307846943412,384
6,90,15,0.6875,28.133129899050225,96
6,90,16,0.75,43.48650410396739,128
6,90,17,1.25,94.31594139088327,256
6,90,18,1.0,31.9748645743935,832
6,90,19,1.0,35.84838404134431,768
6,100,0,0.0,0.0,0
6,100,1,1.0,70.24880339867914,512
6,100,2,0.75,30.160824474045274,896
6,100,3,1.0,103.4578784325332,256
6,100,4,1.25,45.75929796000986,640
6,100,5,1.0,35.06126760376913,768
6,100,6,1.0,68.93168604909357,512
6,100,7,0.0,0.0,0
6,100,8,1.0,68.53407801940241,512
6,100,9,1.0,103.69398798659007,256
6,100,10,1.375,104.3628895284631,336
6,100,11,1.0,32.17222873915517,832
6,100,12,0.5,26.56562787932144,960
6,100,13,1.0,29.045063425424086,832
6,100,14,1.25,40.8672819899392,704
6,100,15,1.0,103.34831034665297,256
6,100,16,0.0,24.24340422185183,1024
6,100,17,0.0,0.0,0
6,100,18,1.0,34.425320424421116,768
6,100,19,0.6875,29.44355525698096,928
7,10,0,1.0,103.93148124611842,256
7,10,1,1.0,67.08622184141993,512
7,10,2,1.0,65.22307478073662,512
7,10,3,1.0,103.0477008673034,256
7,10,4,1.25,46.39026616817749,640
7,10,5,1.0,38.26258755181547,768
7,10,6,1.0,102.89698040833102,256
7,10,7,1.0,104.36342250606677,256
7,10,8,1.0,69.97241487520645,512
7,10,9,1.0,72.63694590645228,512
7,10,10,1.0,67.05783956135016,512
7,10,11,1.0,36.752062356865096,768
7,10,12,1.25,48.15925173530324,640
7,10,13,1.0,102.94519954688569,256
7,10,14,1.25,48.734326027091726,640
7,10,15,0.75,43.123565130804245,128
7,10,16,1.0,66.30708981893098,512
7,10,17,1.0,35.78031651052504,768
7,10,18,1.0,34.661827766398474,768
7,10,19,0.75,33.90721796373333,896
7,20,0,1.0,102.50937869448565,256
7,20,1,0.5,25.21593895025187,960
7,20,2,0.0,0.0,0
7,20,3,1.0,36.93438558215399,768
7,20,4,1.0,66.7365886525015,512
7,20,5,1.25,41.944443239438336,704
7,20,6,1.0,70.01072196399687,192
7,20,7,1.0,66.33576579250106,512
7,20,8,1.3125,46.68022028631792,672
7,20,9,1.0,35.107818407579146,768
7,20,10,1.0,35.88499957773231,768
7,20,11,0.75,25.814172511862587,896
7,20,12,0.75,28.932050976517278,896
7,20,13,1.0,70.6064962908845,512
7,20,14,1.0,103.27173334634183,256
7,20,15,0.75,43.03731115342216,128
7,20,16,1.0,103.43690168292514,256
7,20,17,1.25,112.12023838621464,320
7,20,18,1.0,69.02535708402277,512
7,20,19,1.0,40.26268095061586,768
7,30,0,1.25,45.54758576681907,640
7,30,1,1.0,65.84212693878041,512
7,30,2,1.0,32.18541161927759,832
7,30,3,1.5,52.73618080190198,576
7,30,4,1.0,69.99654135398329,512
7,30,5,1.0,38.79383285779683,768
7,30,6,0.5,16.8236153911711,64
7,30,7,1.0,69.6824573296738,512
7,30,8,1.25,93.29539502926096,384
7,30,9,1.25,48.003245411601654,640
7,30,10,0.75,42.644502017009046,128
7,30,11,1.0,41.1365200509361,768
7,30,12,1.25,91.65108271955725,384
7,30,13,1.0,69.04648917431898,192
7,30,14,1.0,102.49147487079098,256
7,30,15,1.0,67.68618502978129,512
7,30,16,1.0,69.2262188057004,512
7,30,17,1.0,67.47037863008612,512
7,30,18,1.0,103.76805841464297,256
7,30,19,1.0,69.23541612428735,192
7,40,0,1.375,46.73840967939543,656
7,40,1,1.3125,43.18744809085689,672
7,40,2,1.0,102.99768787149529,256
7,40,3,1.0,34.51706490997006,768
7,40,4,0.75,43.626782953623376,128
7,40,5,1.0,103.40674879155043,256
7,40,6,1.0,103.6348188699472,256
7,40,7,1.0,68.834618763616,512
7,40,8,1.0,66.09030626782909,512
7,40,9,0.75,43.57276107849674,128
7,40,10,0.75,27.40483780971624,896
7,40,11,1.25,49.01617333043744,640
7,40,12,1.0,72.5775735093435,512
7,40,13,1.25,91.69721644462929,384
7,40,14,1.0,68.6015107465073,512
7,40,15,1.25,91.89061773817431,384
7,40,16,1.0,103.60696274394907,256
7,40,17,0.5,17.466273464832206,64
7,40,18,0.75,43.27800659032752,128
7,40,19,1.0,103.59141834894851,256
7,50,0,0.75,43.30774142906156,128
7,50,1,1.0,36.387498561962786,768
7,50,2,1.0,38.98226794950204,768
7,50,3,1.25,91.95069064938589,384
7,50,4,1.0,69.59750494511721,512
7,50,5,1.0,69.66288538220758,192
7,50,6,1.3125,84.32287127901807,240
7,50,7,1.0,103.71266058357973,256
7,50,8,1.0,68.57078614844751,512
7,50,9,0.3125,6.670757591920864,32
7,50,10,1.0,35.71507572196687,768
7,50,11,0.5,25.157333849085653,960
7,50,12,0.5,17.632064998244655,64
7,50,13,1.0,68.1995884988355,512
7,50,14,1.25,92.30217742557194,384
7,50,15,0.75,43.62830211660446,128
7,50,16,1.0,67.62508795904853,512
7,50,17,0.5,26.46018912229509,960
7,50,18,0.75,28.6617472495284,896
7,50,19,1.0,68.64501706548697,512
7,60,0,1.0,67.33971467056895,512
7,60,1,0.75,25.599949955994767,896
7,60,2,0.6875,27.41685696396499,928
7,60,3,1.0,36.17482032121656,768
7,60,4,1.0,103.55255159266737,256
7,60,5,0.0,23.27653753797134,1024
7,60,6,1.25,92.33599529934251,384
7,60,7,0.0,0.0,0
7,60,8,1.0,67.25440440409398,512
7,60,9,0.75,24.211373939143833,896
7,60,10,0.6875,28.41515964277506,96
7,60,11,1.0,32.385201453478665,832
7,60,12,1.0,68.9359467204999,512
7,60,13,0.5,23.412984391485864,960
7,60,14,1.0,35.51482961540613,768
7,60,15,1.25,43.816437773916135,640
7,60,16,1.0,103.63728896547111,256
7,60,17,1.0,38.36269578757864,768
7,60,18,0.5,20.08324157520272,960
7,60,19,1.0,68.33424395207331,192
7,70,0,1.0,33.51879715743375,768
7,70,1,1.0,69.66937635145618,192
7,70,2,1.0,103.36911780991625,256
7,70,3,1.0,69.63936195019824,512
7,70,4,1.5,87.66966386571553,384
7,70,5,1.0,34.75353143327925,768
7,70,6,1.0,103.67203796558138,256
7,70,7,1.0,36.96422736862512,768
7,70,8,1.25,92.18106675331067,384
7,70,9,1.0,35.74466604082534,768
7,70,10,1.0,69.28678333007527,512
7,70,11,1.25,47.07397016626858,640
7,70,12,1.5625,56.58383949093981,544
7,70,13,1.0,36.30329308969685,768
7,70,14,1.0,68.95382032614194,192
7,70,15,1.0,102.84170350484034,256
7,70,16,1.0,36.43474642496581,768
7,70,17,1.5,72.6679475670378,448
7,70,18,1.0,70.66856844006567,512
7,70,19,1.25,92.1311469624511,384
7,80,0,0.265625,4.03669377771665,24
7,80,1,1.25,93.64089276535444,384
7,80,2,0.75,26.909644706163128,896
7,80,3,1.0,71.17109379463454,512
7,80,4,1.375,42.52124753364613,736
7,80,5,1.0,28.188715640404038,832
7,80,6,0.5,17.389756851485796,64
7,80,7,0.75,43.312746248758934,128
7,80,8,1.0,35.5930267832666,768
7,80,9,1.234375,73.76146302421745,472
7,80,10,1.0,103.20966395206779,256
7,80,11,1.5,74.69015263768046,448
7,80,12,1.0,34.29843760745564,832
7,80,13,1.25,44.749935562804964,640
7,80,14,0.0,0.0,0
7,80,15,1.0,38.0445649323553,768
7,80,16,1.0,103.68134114775857,256
7,80,17,0.75,43.49468742810657,128
7,80,18,0.75,43.49111200107484,128
7,80,19,0.6875,28.115943728605533,96
7,90,0,1.0,31.92151036510518,832
7,90,1,1.0,103.77151541293053,256
7,90,2,1.5,95.58856183458315,352
7,90,3,1.0,103.40165939905813,256
7,90,4,1.0,35.42805999006511,768
7,90,5,1.0,103.00746542132583,256
7,90,6,0.0,0.0,0
7,90,7,0.75,43.071551633649776,128
7,90,8,0.75,43.03041682265011,128
7,90,9,1.0,69.25023929898613,192
7,90,10,1.015625,56.1027911001998,168
7,90,11,1.25,92.39956086038819,384
7,90,12,1.25,111.78829742700331,320
7,90,13,0.5,24.279381145480677,960
7,90,14,0.6875,28.0245867750967,96
7,90,15,0.5,17.41803148244415,64
7,90,16,0.75,26.655591852325134,896
7,90,17,1.5,72.34691153008765,448
7,90,18,1.0,70.44495796570128,512
7,90,19,1.5,73.14220349650137,448
7,100,0,1.25,46.75431265690611,640
7,100,1,1.5625,66.9477445568659,480
7,100,2,1.0,39.4431541513553,768
7,100,3,1.3125,51.37286138370838,608
7,100,4,1.25,49.96934838346965,640
7,100,5,0.75,43.341830635430796,128
7,100,6,1.0,103.32118613454205,256
7,100,7,1.0,69.38952452565826,512
7,100,8,0.4375,22.188430852310628,976
7,100,9,1.0,66.40038126356173,512
7,100,10,1.25,93.6271154838665,384
7,100,11,0.5,17.657465268719267,64
7,100,12,1.25,77.04602783164042,448
7,100,13,1.0,34.60447196757367,768
7,100,14,0.0,24.3460993135443,1024
7,100,15,1.5,76.5525777468449,448
7,100,16,1.25,56.62042751339152,576
7,100,17,1.25,52.74189309195188,576
7,100,18,1.25,49.97965051055584,640
7,100,19,1.0,71.79720468638664,512
8,10,0,1.0,68.65455093035976,512
8,10,1,1.0,103.05902573761973,256
8,10,2,1.0,102.37764874594811,256
8,10,3,1.0,103.46673371611423,256
8,10,4,1.0,103.54606618718357,256
8,10,5,1.5625,63.23860854471515,480
8,10,6,1.0,104.14306760203202,256
8,10,7,1.0,36.07816461034609,768
8,10,8,1.0,68.78597554830118,512
8,10,9,1.0,36.72042158448732,768
8,10,10,1.0,102.91221454590935,256
8,10,11,1.0,69.0928855728584,512
8,10,12,0.75,29.00608820320871,896
8,10,13,0.9375,53.82867698639581,160
8,10,14,1.0,102.74911763537102,256
8,10,15,1.5,55.51331182609874,576
8,10,16,1.0,72.11039487298333,512
8,10,17,1.0,70.66710967652307,512
8,10,18,1.0,37.10326187706275,768
8,10,19,1.0,102.80448515400386,256
8,20,0,1.0,36.33885788333156,768
8,20,1,1.0,67.69949562538116,512
8,20,2,1.0,34.35116509716615,768
8,20,3,1.0,64.7062848188834,512
8,20,4,0.5,22.18867895872572,960
8,20,5,1.0,68.09704624021559,512
8,20,6,1.4375,98.79295026113505,352
8,20,7,1.0,69.66772321073375,192
8,20,8,1.25,90.7850327878979,384
8,20,9,1.25,56.96807192901116,576
8,20,10,0.75,43.353623545157944,128
8,20,11,1.0,103.58402752156209,256
8,20,12,0.75,43.110117002662065,128
8,20,13,0.75,28.038249918388402,896
8,20,14,1.0,68.65886228368343,512
8,20,15,1.0,103.01644100990029,256
8,20,16,1.0,68.69895738581155,512
8,20,17,1.0,69.92982522337104,512
8,20,18,0.5,27.316849595550853,960
8,20,19,1.0,66.06060433285586,512
8,30,0,1.0,36.21469744129605,768
8,30,1,1.0,67.66611069183008,512
8,30,2,1.25,92.63974851209153,384
8,30,3,1.25,48.939414498493974,640
8,30,4,1.25,92.71898056124354,384
8,30,5,1.0,37.430704780922156,768
8,30,6,1.25,93.60895872715933,384
8,30,7,1.0,38.53051971403049,768
8,30,8,1.0,70.06832441742046,512
8,30,9,1.25,46.89837064032387,640
8,30,10,1.0,38.55395234172899,768
8,30,11,1.5,64.90490742880493,512
8,30,12,1.0,34.68520186912228,768
8,30,13,1.0,67.50092394371408,512
8,30,14,1.0,102.8008896731435,256
8,30,15,1.25,92.84860811094052,384
8,30,16,0.75,30.235088235933596,896
8,30,17,1.0,35.03929484367771,768
8,30,18,1.25,93.22279103254272,384
8,30,19,1.0,66.48367120430106,512
8,40,0,1.0,37.73554041058439,768
8,40,1,0.75,26.214523342257728,896
8,40,2,1.0,67.06545417176977,512
8,40,3,0.75,43.210237071331925,128
8,40,4,1.0,69.29937475301213,512
8,40,5,1.0,68.77910728087481,512
8,40,6,1.0,70.2543950543987,512
8,40,7,1.0,37.251849358776866,768
8,40,8,0.9375,28.212730080645557,864
8,40,9,1.0,68.68515418239934,512
8,40,10,1.0,36.02199333888393,768
8,40,11,1.25,110.86838639892665,320
8,40,12,1.0,69.99223918928631,512
8,40,13,1.0,69.27245725434487,512
8,40,14,1.25,47.38234467927935,640
8,40,15,1.0,104.00511956204795,256
8,40,16,1.0,69.90420595882443,512
8,40,17,1.0,37.75194881923979,768
8,40,18,0.75,43.66392775361369,128
8,40,19,1.5,86.49786915454523,384
8,50,0,1.25,94.06952752387276,384
8,50,1,1.0,70.14980571711517,512
8,50,2,1.25,41.512252686430614,704
8,50,3,1.25,47.157769708169404,640
8,50,4,1.0,72.53975921882474,512
8,50,5,0.109375,23.714431676162274,1016
8,50,6,1.0,69.92658707830577,192
8,50,7,1.0625,34.001191905894146,800
8,50,8,1.25,92.88739868056922,384
8,50,9,1.0,103.43271732450324,256
8,50,10,1.0,102.98576471347897,256
8,50,11,0.75,43.24055500241059,128
8,50,12,1.25,90.78544924656029,384
8,50,13,1.0,67.2259571170318,512
8,50,14,1.0,103.51707683423567,256
8,50,15,1.0,69.3535206381899,512
8,50,16,0.75,42.94647332213823,128
8,50,17,1.25,93.54548853558919,384
8,50,18,1.1875,59.72515230370419,544
8,50,19,1.25,48.59136478280499,640
8,60,0,1.0,67.68884589325742,512
8,60,1,1.0,35.800522076389775,768
8,60,2,1.25,45.50339338786257,640
8,60,3,1.0,69.74221446907987,512
8,60,4,1.25,45.387740123121134,640
8,60,5,1.1875,34.82438765678039,800
8,60,6,1.0,37.5283834188285,768
8,60,7,1.0,67.45692902259076,512
8,60,8,1.0,68.6074584630285,512
8,60,9,1.0,69.73388807614882,512
8,60,10,0.5,17.390100408339645,64
8,60,11,0.75,43.59998058292905,128
8,60,12,1.0,103.29090431971001,256
8,60,13,0.9375,53.851895020467566,160
8,60,14,1.625,85.30763743912945,384
8,60,15,1.0,71.37607110016438,512
8,60,16,1.0,102.76907076074605,256
8,60,17,0.75,43.66047044432649,128
8,60,18,1.0,69.20043667842775,192
8,60,19,1.0,34.302930440372855,768
8,70,0,1.25,47.61010852572113,640
8,70,1,0.0,0.0,0
8,70,2,1.25,93.49390482144759,384
8,70,3,1.0,32.17828098365413,832
8,70,4,0.75,42.62348922874983,128
8,70,5,0.0,0.0,0
8,70,6,1.0,38.48434778823026,768
8,70,7,1.0,102.49489649585686,256
8,70,8,1.5,54.18741561089958,576
8,70,9,0.75,43.5953198723798,128
8,70,10,1.0625,34.33001592114178,800
8,70,11,0.75,42.35703824927313,128
8,70,12,1.25,92.11353860359895,384
8,70,13,1.0,31.670903607779234,832
8,70,14,1.0,37.875870459849935,768
8,70,15,1.0,35.910576169587294,768
8,70,16,1.25,47.92290035808472,640
8,70,17,1.0,67.3145699653058,512
8,70,18,1.0,68.18358754221083,512
8,70,19,1.0,33.87797339850181,768
8,80,0,1.25,76.22574419078936,448
8,80,1,1.5,54.8618121701695,576
8,80,2,0.0,16.596271908162837,1024
8,80,3,0.0,0.0,0
8,80,4,1.25,78.80961897404273,448
8,80,5,0.0,0.0,0
8,80,6,1.1875,72.75472922400483,480
8,80,7,1.0,67.54397272922836,512
8,80,8,0.0,0.0,0
8,80,9,1.0,33.86719043225471,832
8,80,10,0.5,25.994201385848694,960
8,80,11,1.0,37.929625158970666,768
8,80,12,1.0,69.53130281844868,192
8,80,13,1.0,70.20032161249387,512
8,80,14,1.0,69.65323339713066,512
8,80,15,0.75,43.68165284615701,128
8,80,16,0.0,23.882228400455325,1024
8,80,17,1.25,47.69929547896324,640
8,80,18,1.0,30.670426663970623,832
8,80,19,0.75,42.73033504578183,128
8,90,0,1.3125,99.49791455301767,352
8,90,1,1.0,69.81038378672484,512
8,90,2,1.25,48.44478956498512,640
8,90,3,1.0,30.520232658607902,832
8,90,4,1.1875,61.22322331614984,544
8,90,5,1.4375,42.30058658339695,672
8,90,6,1.0,103.5801691576846,256
8,90,7,1.0,66.49523838552476,512
8,90,8,1.0,34.81507947224146,768
8,90,9,1.5,43.0510257481994,640
8,90,10,1.0,102.97079638222277,256
8,90,11,0.75,24.01635722811093,896
8,90,12,1.0,37.94626345592833,768
8,90,13,1.5,75.57959187371324,448
8,90,14,1.5,75.50836510175556,448
8,90,15,1.0,36.41357747469421,768
8,90,16,1.25,58.75075478327368,576
8,90,17,1.0,68.53748656293493,512
8,90,18,1.5,71.4117580085587,448
8,90,19,1.25,46.50635103677753,640
8,100,0,1.0,70.15973428320089,512
8,100,1,1.0,69.99780440164602,512
8,100,2,1.25,93.44724780229679,384
8,100,3,1.25,79.29231371288199,448
8,100,4,1.0,65.44772635624959,512
8,100,5,1.25,41.88025465758919,704
8,100,6,1.0,102.56097166934126,256
8,100,7,1.25,91.45158938806824,384
8,100,8,1.5,77.76927391971428,432
8,100,9,1.0,68.99860289777253,512
8,100,10,1.0,103.50247881759472,256
8,100,11,1.0,67.79874124669706,512
8,100,12,1.5,54.760922140926795,576
8,100,13,1.0,104.09878589572875,256
8,100,14,0.0,0.0,0
