rule,pcc_mean,pcc_std,entropy_mean
207,254.1006381595704,0.0,0.7466473139677041
208,164.81619166922815,0.0,0.8950262899538779
209,300.6034559145919,0.0,0.9896273271089027
210,256.6422543543445,0.0,0.9883451539283844
211,237.28295166237467,0.0,0.8632852605924859
212,267.8755160610406,0.0,0.9991164935756234
213,215.82094557062777,0.0,0.9984032412929926
214,273.6419177240341,0.0,0.8856998712901891
215,248.6779362027325,0.0,0.8465364479211652
216,275.7501178588719,0.0,0.6111979562220621
217,317.07216138023387,0.0,0.6535352927722112
218,247.6727521010198,0.0,0.44242593494191135
219,238.841303916281,0.0,0.17200271216438678
220,198.2342926753028,0.0,0.7521386538364857
221,194.59039164109743,0.0,0.8301594768141203
222,251.59586733692794,0.0,0.7673590250075816
223,325.5071699150064,0.0,0.447734649557877
224,16.985714787285872,0.0,0.11425175261574282
225,216.58831622805587,0.0,0.9928496294459076
226,237.12634855901888,0.0,0.9974015885677396
227,285.0735133529293,0.0,0.9352421833477373
228,36.99602000730184,0.0,0.606260346057485
229,249.32563236555637,0.0,0.9609641091703165
230,230.54857163940778,0.0,0.7155718639125481
231,188.9274134357575,0.0,0.6879848827347925
232,160.84046173581822,0.0,0.9650335669101417
233,215.86139677670764,0.0,0.28302462122299316
234,196.61712573010226,0.0,0.11266070706756538
235,238.30733004616417,0.0,0.05673853470467526
236,195.94496889741282,0.0,0.8150294726898543
237,255.2972118045704,0.0,0.26701597413676964
238,175.65820214058016,0.0,0.049633362291037805
239,215.52335984766972,0.0,0.02935685267813482
240,206.09014546154543,0.0,0.9974015885677396
241,218.76875797149773,0.0,0.9515141399130806
242,214.43410928976687,0.0,0.9361736268081731
243,245.25951276051723,0.0,0.8148443123943915
244,223.77385293330582,0.0,0.9438295254703823
245,241.92761987114852,0.0,0.7985584856859252
246,268.42459894403726,0.0,0.6888101100245467
247,233.93157350249976,0.0,0.617359799365651
248,205.43244105925442,0.0,0.20004223623271436
249,262.9386455865745,0.0,0.05360748459915983
250,289.37151198699434,0.0,0.0602983081652889
251,261.01941260868125,0.0,0.029636386701511933
252,290.1805246916724,0.0,0.04723767371624783
253,244.75482219038787,0.0,0.03313103638123358
254,200.11364880542516,0.0,0.029992578084791922
255,268.7114138490026,0.0,0.0199942595483023
